record_id,Datetime,loc_spec,descr,identity_spec,future_use,loc_spec_english,descr_english,identity_spec_english,future_use_english
TUM_S006,2024-06-24T18:20:00Z,NA,"multiple people looked and some asked e. g. at a traffic light, what the devices are and why I am wearing them",NA,no,NA,"Multiple people looked and some asked, for example at a traffic light, what the devices are and why I am wearing them.",NA,No
TUM_S006,2024-06-25T14:45:00Z,NA,Fellow students asked about the device and were curious about the study,NA,will not influence,NA,Fellow students asked about the device and were curious about the study.,NA,Will not influence.
TUM_S006,2024-06-27T07:00:00Z,NA,multiple colleagues asked about the glasses and the study,NA,no,NA,Multiple colleagues asked about the glasses and the study.,NA,No
TUM_S007,2024-07-03T13:15:00Z,"This is just to mention that on the Light Exposure and Activity Excel sheet, I have mentioned ""I+O"" and ""2+4"" for 15:00 - 16:00, in the respective columns, however, in between that time I had taken the glasses off as I was going out and it was raining. So this is to inform you that I was not wearing glasses during most part of that 1 hour, but I have mentioned my Light Resource and Activity for that hour in the excel sheet.",Not applicable,NA,Not applicable,"This is just to mention that on the Light Exposure and Activity Excel sheet, I have mentioned ""I+O"" and ""2+4"" for 15:00 - 16:00, in the respective columns, however, in between that time I had taken the glasses off as I was going out and it was raining. So this is to inform you that I was not wearing glasses during most part of that 1 hour, but I have mentioned my Light Resource and Activity for that hour in the excel sheet.",Not applicable,Not applicable,Not applicable
TUM_S008,2024-07-09T10:30:00Z,NA,People were just staring for an extended duration,NA,no impact,NA,People were just staring for an extended duration.,NA,No impact.
TUM_S008,2024-07-14T20:23:00Z,NA,friends were intrigued to see what I am wearing,NA,they were curious so no.impact,NA,Friends were intrigued to see what I was wearing.,NA,They were curious so it had no impact.
TUM_S009,2024-07-19T21:30:00Z,NA,"it was at the tram stop and a group of people stopped me to ask about the ""camera"" on my glasses so I explained the study and it was overall a good experience",NA,not at all,NA,"It was at the tram stop and a group of people stopped me to ask about the ""camera"" on my glasses, so I explained the study and it was overall a good experience.",NA,Not at all.
TUM_S010,2024-07-24T14:27:00Z,NA,"Almost every coworker who passes by my office door has to comment and laughed at my glasses, and despite their good intentions, I feel uncomfortable.",NA,feel embarrassed and uncomfortable when with colleagues,NA,"Almost every coworker who passes by my office door has to comment and laugh at my glasses, and despite their good intentions, I feel uncomfortable.",NA,I feel embarrassed and uncomfortable when with colleagues.
TUM_S010,2024-07-27T21:29:00Z,NA,"After wearing it for a long time, I feel my eyes are tired.",NA,I try to remove my glasses 1-2 hours before bedtime to relax my eyes better.,NA,"After wearing it for a long time, I feel my eyes are tired.",NA,I try to remove my glasses 1-2 hours before bedtime to relax my eyes better.
TUM_S010,2024-07-29T09:22:00Z,NA,"feel uncomfortable in a crowd, because of the glasses.",NA,feel embarrassed to go to the supermarket with the glasses.,NA,Feel uncomfortable in a crowd because of the glasses.,NA,Feel embarrassed to go to the supermarket with the glasses.
